Report Number,Occur Date,Crimes,Latitude,Longitude,Month,Year,Zipcode,Median Listing Price
192741461,10/1/2019,LARCENY-FROM VEHICLE,33.75131,-84.42412,10,2019,30314,122646.58
192741042,10/1/2019,BURGLARY-RESIDENCE,33.75411,-84.44988000000002,10,2019,30314,122646.58
192742568,10/1/2019,LARCENY-NON VEHICLE,33.762440000000005,-84.43552,10,2019,30314,122646.58
192740665,10/1/2019,LARCENY-NON VEHICLE,33.75083,-84.44341,10,2019,30314,122646.58
192752237,10/2/2019,AUTO THEFT,33.74569,-84.41786,10,2019,30314,122646.58
192751461,10/2/2019,AGG ASSAULT,33.750640000000004,-84.43902,10,2019,30314,122646.58
192750180,10/2/2019,AGG ASSAULT,33.75478,-84.4496,10,2019,30314,122646.58
192761326,10/3/2019,AGG ASSAULT,33.76813,-84.41526999999998,10,2019,30314,122646.58
192760673,10/2/2019,BURGLARY-RESIDENCE,33.75731,-84.43385,10,2019,30314,122646.58
192761878,10/2/2019,BURGLARY-RESIDENCE,33.747679999999995,-84.43815,10,2019,30314,122646.58
192762305,10/3/2019,HOMICIDE,33.76385,-84.43455,10,2019,30314,122646.58
192770675,10/3/2019,LARCENY-FROM VEHICLE,33.75604000000001,-84.41521,10,2019,30314,122646.58
192782040,10/5/2019,AGG ASSAULT,33.75478,-84.46013,10,2019,30314,122646.58
192781050,10/4/2019,BURGLARY-RESIDENCE,33.75777,-84.46193000000002,10,2019,30314,122646.58
192781518,10/5/2019,LARCENY-NON VEHICLE,33.75497,-84.41604,10,2019,30314,122646.58
192781761,10/5/2019,LARCENY-FROM VEHICLE,33.746590000000005,-84.41756,10,2019,30314,122646.58
192782102,10/5/2019,LARCENY-FROM VEHICLE,33.75459,-84.41766,10,2019,30314,122646.58
192791180,10/6/2019,LARCENY-FROM VEHICLE,33.756,-84.41629,10,2019,30314,122646.58
192791967,10/6/2019,LARCENY-NON VEHICLE,33.747679999999995,-84.43718,10,2019,30314,122646.58
192790180,10/6/2019,AGG ASSAULT,33.7692,-84.43861,10,2019,30314,122646.58
192790593,10/5/2019,AGG ASSAULT,33.76343,-84.42985,10,2019,30314,122646.58
192791437,10/6/2019,AGG ASSAULT,33.76876,-84.4483,10,2019,30314,122646.58
192800313,10/7/2019,AUTO THEFT,33.763729999999995,-84.42071,10,2019,30314,122646.58
192800977,10/7/2019,LARCENY-NON VEHICLE,33.76778,-84.46078,10,2019,30314,122646.58
192810411,10/7/2019,AUTO THEFT,33.74998,-84.45519,10,2019,30314,122646.58
192812041,10/8/2019,AGG ASSAULT,33.75074,-84.44811999999997,10,2019,30314,122646.58
192820641,10/9/2019,LARCENY-NON VEHICLE,33.754909999999995,-84.41773,10,2019,30314,122646.58
192831942,10/10/2019,AUTO THEFT,33.745540000000005,-84.4295,10,2019,30314,122646.58
192831250,10/10/2019,HOMICIDE,33.773509999999995,-84.42433,10,2019,30314,122646.58
192831527,10/10/2019,BURGLARY-RESIDENCE,33.76467,-84.43948,10,2019,30314,122646.58
192830330,10/10/2019,AGG ASSAULT,33.76375,-84.41708,10,2019,30314,122646.58
192841925,10/11/2019,AGG ASSAULT,33.75898,-84.4424,10,2019,30314,122646.58
192840332,10/11/2019,AGG ASSAULT,33.74572,-84.42569,10,2019,30314,122646.58
192841659,10/11/2019,LARCENY-NON VEHICLE,33.75165,-84.42044,10,2019,30314,122646.58
192840383,10/11/2019,LARCENY-FROM VEHICLE,33.75497,-84.41667,10,2019,30314,122646.58
192851109,10/12/2019,LARCENY-NON VEHICLE,33.77125,-84.43359,10,2019,30314,122646.58
192860992,10/12/2019,LARCENY-FROM VEHICLE,33.75327,-84.41582,10,2019,30314,122646.58
192860134,10/12/2019,LARCENY-NON VEHICLE,33.7702,-84.43867,10,2019,30314,122646.58
192861795,10/13/2019,LARCENY-NON VEHICLE,33.74569,-84.41786,10,2019,30314,122646.58
192870981,10/14/2019,LARCENY-FROM VEHICLE,33.74636,-84.41895,10,2019,30314,122646.58
192871773,10/14/2019,AGG ASSAULT,33.7548,-84.41691999999998,10,2019,30314,122646.58
192871864,10/14/2019,AGG ASSAULT,33.75016,-84.43444000000002,10,2019,30314,122646.58
192871876,10/14/2019,AGG ASSAULT,33.77167,-84.4406,10,2019,30314,122646.58
192881907,10/14/2019,BURGLARY-RESIDENCE,33.76638,-84.4562,10,2019,30314,122646.58
192881995,10/15/2019,BURGLARY-RESIDENCE,33.75987,-84.46468,10,2019,30314,122646.58
192890997,10/5/2019,LARCENY-NON VEHICLE,33.74989,-84.42896999999998,10,2019,30314,122646.58
192890005,10/15/2019,ROBBERY-RESIDENCE,33.75067,-84.4158,10,2019,30314,122646.58
192901273,10/17/2019,BURGLARY-NONRES,33.75461,-84.4155,10,2019,30314,122646.58
192900881,10/17/2019,BURGLARY-RESIDENCE,33.755790000000005,-84.41542,10,2019,30314,122646.58
192900371,10/17/2019,HOMICIDE,33.76541,-84.43755999999998,10,2019,30314,122646.58
192900452,10/16/2019,AUTO THEFT,33.75581,-84.41504,10,2019,30314,122646.58
192910415,10/18/2019,LARCENY-NON VEHICLE,33.77237,-84.41784,10,2019,30314,122646.58
192910995,10/17/2019,BURGLARY-RESIDENCE,33.75022,-84.44149,10,2019,30314,122646.58
192931267,10/20/2019,LARCENY-NON VEHICLE,33.75762,-84.43536999999998,10,2019,30314,122646.58
192931035,10/20/2019,AGG ASSAULT,33.76635,-84.41729000000002,10,2019,30314,122646.58
192940131,10/21/2019,AGG ASSAULT,33.75571,-84.42575,10,2019,30314,122646.58
192940174,10/21/2019,AGG ASSAULT,33.75833,-84.43743,10,2019,30314,122646.58
192941087,10/21/2019,LARCENY-FROM VEHICLE,33.747040000000005,-84.42329000000002,10,2019,30314,122646.58
192941221,10/21/2019,LARCENY-FROM VEHICLE,33.756,-84.41629,10,2019,30314,122646.58
192951378,10/22/2019,ROBBERY-RESIDENCE,33.75014,-84.45237,10,2019,30314,122646.58
192960009,10/23/2019,LARCENY-NON VEHICLE,33.76398,-84.42895,10,2019,30314,122646.58
192971336,10/24/2019,LARCENY-NON VEHICLE,33.77349,-84.42074000000002,10,2019,30314,122646.58
192971514,10/17/2019,LARCENY-FROM VEHICLE,33.75497,-84.41667,10,2019,30314,122646.58
192982406,10/25/2019,AGG ASSAULT,33.76294,-84.42478,10,2019,30314,122646.58
192991837,10/25/2019,LARCENY-NON VEHICLE,33.76311,-84.42195,10,2019,30314,122646.58
192991675,10/26/2019,LARCENY-FROM VEHICLE,33.74642,-84.41959,10,2019,30314,122646.58
192991724,10/26/2019,LARCENY-FROM VEHICLE,33.75327,-84.41543,10,2019,30314,122646.58
192991511,10/24/2019,BURGLARY-RESIDENCE,33.76886,-84.41529,10,2019,30314,122646.58
192990423,10/26/2019,AGG ASSAULT,33.76358,-84.44103,10,2019,30314,122646.58
192991976,10/26/2019,AGG ASSAULT,33.74569,-84.41786,10,2019,30314,122646.58
193000089,10/27/2019,LARCENY-NON VEHICLE,33.76378,-84.42565,10,2019,30314,122646.58
193002046,10/27/2019,LARCENY-NON VEHICLE,33.76378,-84.42565,10,2019,30314,122646.58
193000981,10/26/2019,LARCENY-NON VEHICLE,33.753820000000005,-84.41824,10,2019,30314,122646.58
193011105,10/25/2019,BURGLARY-RESIDENCE,33.75255,-84.43868,10,2019,30314,122646.58
193011354,10/25/2019,BURGLARY-RESIDENCE,33.74907,-84.43611,10,2019,30314,122646.58
193011165,10/28/2019,BURGLARY-RESIDENCE,33.76757,-84.41526999999998,10,2019,30314,122646.58
193022488,10/20/2019,AGG ASSAULT,33.75497,-84.41604,10,2019,30314,122646.58
193022143,10/29/2019,BURGLARY-RESIDENCE,33.7541,-84.44896,10,2019,30314,122646.58
193020808,10/25/2019,LARCENY-FROM VEHICLE,33.756,-84.41629,10,2019,30314,122646.58
193030431,10/30/2019,LARCENY-FROM VEHICLE,33.74636,-84.41851,10,2019,30314,122646.58
193030930,10/29/2019,LARCENY-FROM VEHICLE,33.7481,-84.43613,10,2019,30314,122646.58
193041143,10/31/2019,AGG ASSAULT,33.75271,-84.42929000000002,10,2019,30314,122646.58
193041412,10/31/2019,ROBBERY-RESIDENCE,33.75431,-84.45512,10,2019,30314,122646.58
193051121,10/25/2019,BURGLARY-RESIDENCE,33.75826,-84.4456,10,2019,30314,122646.58
193051212,11/1/2019,LARCENY-FROM VEHICLE,33.76383,-84.41787,11,2019,30314,122646.58
193052240,11/1/2019,BURGLARY-RESIDENCE,33.75938,-84.46236999999998,11,2019,30314,122646.58
193060140,11/2/2019,AGG ASSAULT,33.7644,-84.42674,11,2019,30314,122646.58
193061592,11/2/2019,AGG ASSAULT,33.76882,-84.41856999999997,11,2019,30314,122646.58
193060237,11/2/2019,BURGLARY-RESIDENCE,33.76638,-84.4562,11,2019,30314,122646.58
193060976,11/2/2019,LARCENY-FROM VEHICLE,33.75734,-84.45478,11,2019,30314,122646.58
193062015,11/2/2019,AUTO THEFT,33.75144,-84.44382,11,2019,30314,122646.58
193060206,11/2/2019,HOMICIDE,33.74725,-84.42314,11,2019,30314,122646.58
193070485,11/3/2019,ROBBERY-PEDESTRIAN,33.76255,-84.42523,11,2019,30314,122646.58
193070603,11/3/2019,LARCENY-FROM VEHICLE,33.75001,-84.44105,11,2019,30314,122646.58
193070772,11/3/2019,LARCENY-FROM VEHICLE,33.76285,-84.4422,11,2019,30314,122646.58
193071254,11/3/2019,LARCENY-FROM VEHICLE,33.75233,-84.41568000000002,11,2019,30314,122646.58
193070251,11/3/2019,AGG ASSAULT,33.74994,-84.43732,11,2019,30314,122646.58
193080510,11/4/2019,LARCENY-FROM VEHICLE,33.75169,-84.43183,11,2019,30314,122646.58
193081087,11/4/2019,LARCENY-FROM VEHICLE,33.770790000000005,-84.45276,11,2019,30314,122646.58
193081085,11/1/2019,LARCENY-NON VEHICLE,33.77341,-84.42156999999997,11,2019,30314,122646.58
193090601,11/5/2019,AUTO THEFT,33.75478,-84.43547,11,2019,30314,122646.58
193091125,11/5/2019,AGG ASSAULT,33.75144,-84.44382,11,2019,30314,122646.58
193102342,11/6/2019,AGG ASSAULT,33.7466,-84.43714,11,2019,30314,122646.58
193100295,11/5/2019,BURGLARY-RESIDENCE,33.756,-84.41629,11,2019,30314,122646.58
193101241,11/6/2019,BURGLARY-RESIDENCE,33.7466,-84.43714,11,2019,30314,122646.58
193101636,11/6/2019,LARCENY-FROM VEHICLE,33.76328,-84.42109,11,2019,30314,122646.58
193101356,11/5/2019,LARCENY-NON VEHICLE,33.7468,-84.44086,11,2019,30314,122646.58
193111372,11/7/2019,AUTO THEFT,33.77138,-84.43952,11,2019,30314,122646.58
193121326,11/8/2019,AGG ASSAULT,33.75871,-84.41774000000002,11,2019,30314,122646.58
193121397,11/8/2019,ROBBERY-PEDESTRIAN,33.76033,-84.41714,11,2019,30314,122646.58
193120977,11/8/2019,LARCENY-NON VEHICLE,33.75438,-84.41826999999998,11,2019,30314,122646.58
193132020,11/9/2019,AUTO THEFT,33.77205,-84.44128,11,2019,30314,122646.58
193141090,11/10/2019,BURGLARY-RESIDENCE,33.7563,-84.43930999999998,11,2019,30314,122646.58
193141989,11/10/2019,AUTO THEFT,33.75459,-84.41766,11,2019,30314,122646.58
193142127,11/10/2019,LARCENY-NON VEHICLE,33.77038,-84.44396,11,2019,30314,122646.58
193150356,11/11/2019,LARCENY-NON VEHICLE,33.76858,-84.4171,11,2019,30314,122646.58
193150695,11/11/2019,BURGLARY-RESIDENCE,33.758790000000005,-84.41811,11,2019,30314,122646.58
193160098,11/12/2019,AGG ASSAULT,33.76144,-84.42657,11,2019,30314,122646.58
193160299,11/12/2019,AGG ASSAULT,33.76529,-84.45233,11,2019,30314,122646.58
193170055,11/13/2019,LARCENY-NON VEHICLE,33.76869,-84.41936,11,2019,30314,122646.58
193171145,11/13/2019,LARCENY-FROM VEHICLE,33.76924,-84.45238,11,2019,30314,122646.58
193170523,11/13/2019,BURGLARY-RESIDENCE,33.76315,-84.4165,11,2019,30314,122646.58
193171357,11/12/2019,BURGLARY-RESIDENCE,33.76586,-84.43352,11,2019,30314,122646.58
193181530,11/13/2019,BURGLARY-RESIDENCE,33.74766,-84.43800999999998,11,2019,30314,122646.58
193181256,11/14/2019,LARCENY-FROM VEHICLE,33.75611,-84.41535,11,2019,30314,122646.58
193181442,11/14/2019,LARCENY-FROM VEHICLE,33.74814,-84.44184,11,2019,30314,122646.58
193181598,11/14/2019,LARCENY-FROM VEHICLE,33.75493,-84.42142,11,2019,30314,122646.58
193190385,11/13/2019,LARCENY-FROM VEHICLE,33.74592,-84.43652,11,2019,30314,122646.58
193190370,11/15/2019,AUTO THEFT,33.76926,-84.45614,11,2019,30314,122646.58
193191876,11/15/2019,BURGLARY-RESIDENCE,33.76072,-84.46533000000002,11,2019,30314,122646.58
193200898,11/16/2019,BURGLARY-RESIDENCE,33.75588,-84.4578,11,2019,30314,122646.58
193202332,11/16/2019,LARCENY-FROM VEHICLE,33.75062,-84.41658000000002,11,2019,30314,122646.58
193210645,11/17/2019,LARCENY-NON VEHICLE,33.75763,-84.46294,11,2019,30314,122646.58
193220422,11/18/2019,AUTO THEFT,33.76632,-84.45432,11,2019,30314,122646.58
193231663,11/19/2019,LARCENY-NON VEHICLE,33.761520000000004,-84.44034,11,2019,30314,122646.58
193232236,11/18/2019,LARCENY-FROM VEHICLE,33.74642,-84.41744,11,2019,30314,122646.58
193230971,11/18/2019,BURGLARY-RESIDENCE,33.75551,-84.42848000000002,11,2019,30314,122646.58
193231292,11/19/2019,BURGLARY-RESIDENCE,33.75606,-84.41565,11,2019,30314,122646.58
193231311,11/19/2019,AGG ASSAULT,33.763459999999995,-84.41511,11,2019,30314,122646.58
193241328,11/20/2019,AGG ASSAULT,33.749970000000005,-84.45486,11,2019,30314,122646.58
193241123,11/20/2019,LARCENY-FROM VEHICLE,33.75448,-84.41927,11,2019,30314,122646.58
193240176,11/19/2019,LARCENY-NON VEHICLE,33.77237,-84.41784,11,2019,30314,122646.58
193251294,11/9/2019,LARCENY-NON VEHICLE,33.7726,-84.43123,11,2019,30314,122646.58
193250684,11/21/2019,BURGLARY-RESIDENCE,33.76999,-84.44747,11,2019,30314,122646.58
193250954,11/17/2019,BURGLARY-RESIDENCE,33.76124,-84.45493,11,2019,30314,122646.58
193252366,11/20/2019,LARCENY-FROM VEHICLE,33.75087,-84.44491,11,2019,30314,122646.58
193261170,11/22/2019,ROBBERY-COMMERCIAL,33.76331,-84.43914000000002,11,2019,30314,122646.58
193261427,11/22/2019,LARCENY-NON VEHICLE,33.7726,-84.43123,11,2019,30314,122646.58
193270451,11/23/2019,LARCENY-NON VEHICLE,33.77237,-84.41784,11,2019,30314,122646.58
193270954,11/23/2019,LARCENY-NON VEHICLE,33.75228,-84.41818,11,2019,30314,122646.58
193270482,11/22/2019,BURGLARY-RESIDENCE,33.74533,-84.4251,11,2019,30314,122646.58
193270553,11/23/2019,BURGLARY-RESIDENCE,33.7509,-84.42276,11,2019,30314,122646.58
193271376,11/23/2019,BURGLARY-RESIDENCE,33.74973,-84.43025,11,2019,30314,122646.58
193281683,11/24/2019,LARCENY-FROM VEHICLE,33.748870000000004,-84.42071,11,2019,30314,122646.58
193292071,11/25/2019,LARCENY-FROM VEHICLE,33.76906,-84.43578000000002,11,2019,30314,122646.58
193290949,11/24/2019,BURGLARY-RESIDENCE,33.76788,-84.4383,11,2019,30314,122646.58
193300971,11/24/2019,BURGLARY-RESIDENCE,33.74926,-84.42233,11,2019,30314,122646.58
193301370,11/26/2019,ROBBERY-RESIDENCE,33.75866,-84.44946999999998,11,2019,30314,122646.58
193301189,11/26/2019,AUTO THEFT,33.760259999999995,-84.41575,11,2019,30314,122646.58
193301288,11/26/2019,LARCENY-NON VEHICLE,33.75578,-84.44243,11,2019,30314,122646.58
193300031,11/26/2019,LARCENY-NON VEHICLE,33.75083,-84.44341,11,2019,30314,122646.58
193310542,11/27/2019,AUTO THEFT,33.77357,-84.41679,11,2019,30314,122646.58
193321231,11/28/2019,BURGLARY-RESIDENCE,33.75839000000001,-84.43166,11,2019,30314,122646.58
193320429,11/28/2019,LARCENY-FROM VEHICLE,33.74888,-84.43927,11,2019,30314,122646.58
193330919,11/24/2019,LARCENY-NON VEHICLE,33.7575,-84.46197,11,2019,30314,122646.58
193331284,11/1/2019,AUTO THEFT,33.74748,-84.42806,11,2019,30314,122646.58
193330418,11/29/2019,LARCENY-FROM VEHICLE,33.75228,-84.41818,11,2019,30314,122646.58
193330544,11/29/2019,LARCENY-FROM VEHICLE,33.75266,-84.41826,11,2019,30314,122646.58
193331159,11/29/2019,AGG ASSAULT,33.76593,-84.44958000000003,11,2019,30314,122646.58
193331325,11/29/2019,AGG ASSAULT,33.75009,-84.41985,11,2019,30314,122646.58
193330206,11/29/2019,BURGLARY-RESIDENCE,33.76054,-84.42013,11,2019,30314,122646.58
193340705,11/30/2019,BURGLARY-RESIDENCE,33.76404,-84.41778000000002,11,2019,30314,122646.58
193340895,11/28/2019,BURGLARY-RESIDENCE,33.76091,-84.4254,11,2019,30314,122646.58
193341322,11/30/2019,ROBBERY-COMMERCIAL,33.76333,-84.43205999999998,11,2019,30314,122646.58
193362036,11/30/2019,LARCENY-NON VEHICLE,33.76076,-84.46064,11,2019,30314,122646.58
193350568,12/1/2019,ROBBERY-PEDESTRIAN,33.76097,-84.42951,12,2019,30314,122646.58
193351827,12/1/2019,LARCENY-NON VEHICLE,33.7636,-84.42627,12,2019,30314,122646.58
193351301,12/1/2019,LARCENY-NON VEHICLE,33.76398,-84.42895,12,2019,30314,122646.58
193351449,12/1/2019,AGG ASSAULT,33.76361,-84.42841999999997,12,2019,30314,122646.58
193362223,12/2/2019,AGG ASSAULT,33.76228,-84.43448000000002,12,2019,30314,122646.58
193372204,12/3/2019,AUTO THEFT,33.754020000000004,-84.41785,12,2019,30314,122646.58
193370969,12/2/2019,BURGLARY-NONRES,33.76204,-84.43066,12,2019,30314,122646.58
193372198,12/3/2019,BURGLARY-NONRES,33.76315,-84.4165,12,2019,30314,122646.58
193391053,12/4/2019,LARCENY-NON VEHICLE,33.7717,-84.41748,12,2019,30314,122646.58
193392623,12/5/2019,LARCENY-FROM VEHICLE,33.75497,-84.41667,12,2019,30314,122646.58
193390488,12/5/2019,AGG ASSAULT,33.74778,-84.42518000000003,12,2019,30314,122646.58
193400657,12/5/2019,BURGLARY-RESIDENCE,33.75974,-84.45753,12,2019,30314,122646.58
193402638,12/6/2019,ROBBERY-PEDESTRIAN,33.76703,-84.44230999999998,12,2019,30314,122646.58
193412200,12/7/2019,AGG ASSAULT,33.76294,-84.42478,12,2019,30314,122646.58
193420923,12/7/2019,BURGLARY-RESIDENCE,33.75387,-84.4255,12,2019,30314,122646.58
193420889,12/8/2019,AUTO THEFT,33.75083,-84.44341,12,2019,30314,122646.58
193430259,12/9/2019,LARCENY-NON VEHICLE,33.75069000000001,-84.4167,12,2019,30314,122646.58
193430778,12/8/2019,LARCENY-FROM VEHICLE,33.76378,-84.4443,12,2019,30314,122646.58
193431835,12/9/2019,LARCENY-FROM VEHICLE,33.76961,-84.44943,12,2019,30314,122646.58
193430907,12/7/2019,BURGLARY-RESIDENCE,33.76533,-84.44635,12,2019,30314,122646.58
193441280,12/10/2019,AGG ASSAULT,33.7644,-84.42674,12,2019,30314,122646.58
193442165,12/9/2019,AGG ASSAULT,33.756240000000005,-84.43892,12,2019,30314,122646.58
193440660,12/8/2019,LARCENY-FROM VEHICLE,33.758590000000005,-84.44853,12,2019,30314,122646.58
193441184,12/7/2019,LARCENY-FROM VEHICLE,33.762809999999995,-84.41541,12,2019,30314,122646.58
193441726,12/5/2019,LARCENY-NON VEHICLE,33.75792,-84.44915,12,2019,30314,122646.58
193451618,12/9/2019,LARCENY-FROM VEHICLE,33.76193,-84.44539,12,2019,30314,122646.58
193451923,12/8/2019,AGG ASSAULT,33.76213,-84.41648,12,2019,30314,122646.58
193461393,12/12/2019,BURGLARY-RESIDENCE,33.747679999999995,-84.43735,12,2019,30314,122646.58
193452232,12/11/2019,LARCENY-FROM VEHICLE,33.75092,-84.41535,12,2019,30314,122646.58
193461086,12/12/2019,ROBBERY-PEDESTRIAN,33.75412,-84.43329,12,2019,30314,122646.58
193461219,12/11/2019,AUTO THEFT,33.75233,-84.43241,12,2019,30314,122646.58
193460361,12/12/2019,LARCENY-NON VEHICLE,33.76487,-84.41768,12,2019,30314,122646.58
193460635,12/9/2019,LARCENY-NON VEHICLE,33.76334,-84.43354000000002,12,2019,30314,122646.58
193471202,12/13/2019,LARCENY-FROM VEHICLE,33.76383,-84.41787,12,2019,30314,122646.58
193481590,12/14/2019,BURGLARY-RESIDENCE,33.74929,-84.4213,12,2019,30314,122646.58
193481090,12/14/2019,AUTO THEFT,33.76967,-84.4533,12,2019,30314,122646.58
193480897,12/14/2019,LARCENY-NON VEHICLE,33.77349,-84.42074000000002,12,2019,30314,122646.58
193491264,12/15/2019,AUTO THEFT,33.75755,-84.41956,12,2019,30314,122646.58
193500736,12/15/2019,BURGLARY-RESIDENCE,33.74948,-84.43798000000002,12,2019,30314,122646.58
193501577,12/16/2019,ROBBERY-PEDESTRIAN,33.75537,-84.44906999999998,12,2019,30314,122646.58
193500323,12/16/2019,AUTO THEFT,33.76319,-84.41611999999998,12,2019,30314,122646.58
193511300,12/17/2019,ROBBERY-RESIDENCE,33.75374,-84.44621,12,2019,30314,122646.58
193511963,12/17/2019,LARCENY-FROM VEHICLE,33.75932,-84.44247,12,2019,30314,122646.58
193512177,12/17/2019,AGG ASSAULT,33.76331,-84.43914000000002,12,2019,30314,122646.58
193510043,12/17/2019,AGG ASSAULT,33.750890000000005,-84.41635,12,2019,30314,122646.58
193520508,12/13/2019,BURGLARY-RESIDENCE,33.75621,-84.44901,12,2019,30314,122646.58
193531773,12/19/2019,BURGLARY-RESIDENCE,33.75404,-84.4506,12,2019,30314,122646.58
193532125,12/19/2019,LARCENY-FROM VEHICLE,33.75522,-84.41743000000002,12,2019,30314,122646.58
193540815,12/20/2019,LARCENY-NON VEHICLE,33.766220000000004,-84.43070999999998,12,2019,30314,122646.58
193550366,12/20/2019,LARCENY-NON VEHICLE,33.76073,-84.4409,12,2019,30314,122646.58
193551059,12/20/2019,LARCENY-NON VEHICLE,33.74856,-84.44004,12,2019,30314,122646.58
193551255,12/20/2019,LARCENY-NON VEHICLE,33.75138,-84.43419,12,2019,30314,122646.58
193551245,12/21/2019,AGG ASSAULT,33.75367,-84.45787,12,2019,30314,122646.58
193551139,12/21/2019,AGG ASSAULT,33.74926,-84.42246,12,2019,30314,122646.58
193560424,12/21/2019,LARCENY-FROM VEHICLE,33.759190000000004,-84.41865,12,2019,30314,122646.58
193570600,12/23/2019,LARCENY-NON VEHICLE,33.750890000000005,-84.41625,12,2019,30314,122646.58
193571052,12/23/2019,AGG ASSAULT,33.75205,-84.43415999999998,12,2019,30314,122646.58
193571308,12/23/2019,AGG ASSAULT,33.75012,-84.42104,12,2019,30314,122646.58
193580004,12/23/2019,LARCENY-FROM VEHICLE,33.76197,-84.41856,12,2019,30314,122646.58
193580033,12/23/2019,LARCENY-FROM VEHICLE,33.756,-84.41629,12,2019,30314,122646.58
193580781,12/24/2019,AUTO THEFT,33.75144,-84.44382,12,2019,30314,122646.58
193601050,12/26/2019,LARCENY-NON VEHICLE,33.76331,-84.43914000000002,12,2019,30314,122646.58
193601092,12/23/2019,LARCENY-NON VEHICLE,33.77267,-84.44238,12,2019,30314,122646.58
193610770,12/20/2019,LARCENY-NON VEHICLE,33.74601,-84.42093,12,2019,30314,122646.58
193610571,12/21/2019,BURGLARY-RESIDENCE,33.76447,-84.41548,12,2019,30314,122646.58
193620708,12/28/2019,AGG ASSAULT,33.76295,-84.44272,12,2019,30314,122646.58
193621531,12/28/2019,AGG ASSAULT,33.75478,-84.4592,12,2019,30314,122646.58
193620965,12/27/2019,BURGLARY-NONRES,33.768190000000004,-84.43279,12,2019,30314,122646.58
193630905,12/29/2019,LARCENY-NON VEHICLE,33.77237,-84.41784,12,2019,30314,122646.58
193630311,12/29/2019,AGG ASSAULT,33.76375,-84.41708,12,2019,30314,122646.58
193640283,12/30/2019,LARCENY-FROM VEHICLE,33.76226,-84.41535,12,2019,30314,122646.58
193640510,12/20/2019,BURGLARY-RESIDENCE,33.7556,-84.45837,12,2019,30314,122646.58
193641141,12/28/2019,BURGLARY-RESIDENCE,33.74936,-84.43508,12,2019,30314,122646.58
193641336,12/22/2019,BURGLARY-RESIDENCE,33.75387,-84.4255,12,2019,30314,122646.58
193640490,12/28/2019,BURGLARY-NONRES,33.75462,-84.41605,12,2019,30314,122646.58
193642178,12/30/2019,BURGLARY-NONRES,33.76378,-84.42565,12,2019,30314,122646.58
193652089,12/31/2019,AGG ASSAULT,33.75486,-84.43287,12,2019,30314,122646.58
192742498,10/1/2019,AGG ASSAULT,33.72037,-84.43678,10,2019,30310,186579.06
192741483,10/1/2019,AGG ASSAULT,33.734390000000005,-84.43706999999998,10,2019,30310,186579.06
192742701,10/1/2019,AGG ASSAULT,33.72786,-84.44107,10,2019,30310,186579.06
192742588,10/1/2019,BURGLARY-RESIDENCE,33.71601,-84.44416,10,2019,30310,186579.06
192750689,10/2/2019,LARCENY-NON VEHICLE,33.71334,-84.4387,10,2019,30310,186579.06
192750658,10/2/2019,LARCENY-FROM VEHICLE,33.72245,-84.41062,10,2019,30310,186579.06
192750950,10/2/2019,LARCENY-FROM VEHICLE,33.7376,-84.41593,10,2019,30310,186579.06
192752222,10/2/2019,LARCENY-NON VEHICLE,33.73527,-84.43529000000002,10,2019,30310,186579.06
192752084,10/2/2019,AUTO THEFT,33.737559999999995,-84.44996,10,2019,30310,186579.06
192750317,10/2/2019,ROBBERY-COMMERCIAL,33.73453,-84.43003,10,2019,30310,186579.06
192752453,10/2/2019,AGG ASSAULT,33.72776,-84.4218,10,2019,30310,186579.06
192761880,10/3/2019,AGG ASSAULT,33.71076,-84.4438,10,2019,30310,186579.06
192760705,10/2/2019,LARCENY-NON VEHICLE,33.71821,-84.44006999999998,10,2019,30310,186579.06
192760885,10/2/2019,LARCENY-FROM VEHICLE,33.7114,-84.41614,10,2019,30310,186579.06
192761015,10/3/2019,LARCENY-FROM VEHICLE,33.71295,-84.41881,10,2019,30310,186579.06
192761286,10/3/2019,LARCENY-NON VEHICLE,33.73794,-84.41735,10,2019,30310,186579.06
192770494,10/3/2019,LARCENY-FROM VEHICLE,33.71856,-84.42071999999997,10,2019,30310,186579.06
192772048,10/4/2019,LARCENY-FROM VEHICLE,33.72572,-84.44051,10,2019,30310,186579.06
192772378,10/4/2019,LARCENY-FROM VEHICLE,33.72138,-84.41488000000003,10,2019,30310,186579.06
192771266,10/3/2019,BURGLARY-RESIDENCE,33.733470000000004,-84.43002,10,2019,30310,186579.06
192782068,10/5/2019,BURGLARY-RESIDENCE,33.741170000000004,-84.44,10,2019,30310,186579.06
192781056,10/5/2019,LARCENY-NON VEHICLE,33.74053,-84.41671,10,2019,30310,186579.06
192790228,10/5/2019,LARCENY-FROM VEHICLE,33.74057,-84.41738000000002,10,2019,30310,186579.06
192790390,10/5/2019,LARCENY-FROM VEHICLE,33.72968,-84.42184,10,2019,30310,186579.06
192790680,10/5/2019,LARCENY-FROM VEHICLE,33.741640000000004,-84.43338,10,2019,30310,186579.06
192790973,10/5/2019,AUTO THEFT,33.74054,-84.42371999999997,10,2019,30310,186579.06
192791024,10/6/2019,AUTO THEFT,33.73653,-84.41018000000003,10,2019,30310,186579.06
192790996,10/6/2019,AGG ASSAULT,33.72736,-84.42159000000002,10,2019,30310,186579.06
192791835,10/6/2019,AGG ASSAULT,33.70766,-84.41199,10,2019,30310,186579.06
192790162,10/6/2019,AGG ASSAULT,33.71481,-84.43672,10,2019,30310,186579.06
